"replicate","AgeGroup","dx","dy"
1,"10-17",0.0253558976716061,0.105055157482391
1,"18-30",-0.00856843376327759,-0.0771181207433145
1,"31-55",0.00631415284679249,0.965137577372049
1,"56-65",0.0375561600387585,0.498829456958044
1,"66+",0.00282127805655499,1.11534296124116
2,"10-17",0.028756459820991,1.25516038374549
2,"18-30",-0.0265817846885359,-0.786803635888891
2,"31-55",0.0121334727109157,1.44091403488915
2,"56-65",0.0333466182234806,-0.464329526317062
2,"66+",0.0138871538368324,-0.0713787027166504
3,"10-17",0.0238000115911898,0.758429946376308
3,"18-30",-0.00746711177943599,0.246179379336374
3,"31-55",0.0123448252251103,1.61424846676354
3,"56-65",0.0226637190907649,0.164373620294345
3,"66+",0.00491342539062287,0.335671736633159
4,"10-17",0.0232794525608532,0.479368727060735
4,"18-30",-0.0260630346092652,-0.712002273250002
4,"31-55",0.00412513935677028,1.35093097438501
4,"56-65",0.0233544842379766,0.68474952865213
4,"66+",0.0043833781484104,0.199680700209772
5,"10-17",0.0100689469978354,0.416249133853398
5,"18-30",-0.017137608892634,0.705768268508269
5,"31-55",0.0113861562974514,1.17068417094981
5,"56-65",0.0304058292399539,0.789277784620877
5,"66+",0.0136186881787665,0.926610389094877
6,"10-17",0.0149096496030174,1.22181751613446
6,"18-30",-0.0293724521175066,0.526634743405575
6,"31-55",0.00884188001501118,1.25145090419045
6,"56-65",0.0287086948328235,0.716080370561743
6,"66+",0.00170754412440853,1.68622135187161
7,"10-17",0.0220847658566322,1.0273985694221
7,"18-30",-0.0126718419830065,0.766401887544237
7,"31-55",0.0147348237228995,1.20072706241185
7,"56-65",0.0320264749106071,0.42296107134394
7,"66+",-0.00125988533713992,-0.564640409564745
8,"10-17",0.0207262793458039,0.467113511539558
8,"18-30",-0.0168690423199228,-0.0730209679948643
8,"31-55",0.0128337820068968,1.28764729664263
8,"56-65",0.0259648882527978,-0.164336670579361
8,"66+",0.00357162757340085,-0.234363728784144
9,"10-17",0.0219065437486529,0.354007835250361
9,"18-30",-0.00589468854804759,-0.416328479141038
9,"31-55",0.00148221840008039,1.21920951573363
9,"56-65",0.0211735697203798,0.499914085766516
9,"66+",0.00494946628140418,1.55314988083162
10,"10-17",0.0115904898494031,0.768106987896278
10,"18-30",-0.0301015654914253,-0.859226661492302
10,"31-55",0.00119798913085883,1.64912049211737
10,"56-65",0.0339606569273994,-0.598491068798376
10,"66+",-0.00636749100981207,0.729073006783585
11,"10-17",0.00380550358635329,0.778907683054315
11,"18-30",-0.0297445214726454,1.45096054851283
11,"31-55",0.00955986350557447,1.392042974992
11,"56-65",0.0403788750475375,0.159009891570186
11,"66+",-0.00227986550787647,0.158964639999081
12,"10-17",0.0196858804049574,0.889201465534346
12,"18-30",-0.0310514765505051,-1.123891010157
12,"31-55",0.00694056004056831,1.26997420244711
12,"56-65",0.0283971406108655,0.397827100360178
12,"66+",0.0118220573714891,-0.0990831592141639
13,"10-17",0.0190932346676101,1.20992514269235
13,"18-30",-0.0159214575054694,0.22541166777321
13,"31-55",0.0181553020194539,1.12745882747509
13,"56-65",0.0292282510781629,0.787710340537656
13,"66+",0.0042869315759987,0.187303913648211
14,"10-17",0.0153827973074867,1.07528598518091
14,"18-30",-0.0131709455972231,0.106763377680814
